timestamp,temperature,humidity,co2,pressure
2025-02-21T00:48:08Z,18.4,70.0,354.0,750.7
2025-02-21T00:50:08Z,18.5,70.0,353.0,750.8
2025-02-21T00:52:12Z,18.5,70.5,353.0,750.8
2025-02-21T00:54:08Z,18.4,70.5,357.0,750.8
2025-02-21T00:56:08Z,18.5,70.5,364.0,750.9
2025-02-21T00:58:08Z,18.4,69.0,359.0,750.9
2025-02-21T01:00:08Z,18.4,70.0,353.0,750.9
2025-02-21T01:02:08Z,18.4,70.5,361.0,750.9
2025-02-21T01:04:08Z,18.3,70.0,357.0,751.0
2025-02-21T01:06:11Z,18.3,68.0,354.0,751.0
2025-02-21T01:08:08Z,18.3,68.5,362.0,751.0
2025-02-21T01:10:08Z,18.3,69.5,360.0,751.1
2025-02-21T01:12:08Z,18.3,70.0,354.0,751.1
2025-02-21T01:14:08Z,18.3,70.5,358.0,751.1
2025-02-21T01:16:08Z,18.2,70.5,365.0,751.1
2025-02-21T01:18:08Z,18.3,70.5,366.0,751.2
2025-02-21T01:20:08Z,18.2,70.0,360.0,751.2
2025-02-21T01:22:08Z,18.3,69.0,354.0,751.2
2025-02-21T01:24:08Z,18.2,69.0,352.0,751.2
2025-02-21T01:26:12Z,18.2,67.0,351.0,751.3
2025-02-21T01:28:08Z,18.1,64.5,342.0,751.3
2025-02-21T01:30:08Z,18.1,64.0,336.0,751.2
2025-02-21T01:32:08Z,18.2,64.5,340.0,751.3
2025-02-21T01:34:11Z,18.0,65.5,340.0,751.4
2025-02-21T01:36:08Z,18.0,65.5,342.0,751.4
2025-02-21T01:38:08Z,17.9,64.0,346.0,751.3
2025-02-21T01:40:08Z,17.9,63.5,342.0,751.4
2025-02-21T01:42:07Z,17.9,64.0,333.0,751.5
2025-02-21T01:44:07Z,17.7,63.5,332.0,751.5
2025-02-21T01:46:11Z,17.7,63.5,343.0,751.5
2025-02-21T01:48:07Z,17.7,64.5,342.0,751.5
2025-02-21T01:50:07Z,17.7,66.5,369.0,751.5
2025-02-21T01:52:07Z,17.8,68.0,351.0,751.5
2025-02-21T01:54:07Z,17.8,68.5,364.0,751.5
2025-02-21T01:56:07Z,17.7,70.0,357.0,751.6
2025-02-21T01:58:07Z,17.6,71.5,357.0,751.6
2025-02-21T02:00:11Z,17.8,72.0,355.0,751.6
2025-02-21T02:02:07Z,17.6,72.5,354.0,751.6
2025-02-21T02:04:07Z,17.7,72.5,368.0,751.6
2025-02-21T02:06:07Z,17.7,73.5,377.0,751.7
2025-02-21T02:08:07Z,17.7,73.5,365.0,751.6
2025-02-21T02:10:12Z,17.6,71.0,353.0,751.6
2025-02-21T02:12:07Z,17.7,69.5,352.0,751.5
2025-02-21T02:14:07Z,17.6,67.0,343.0,751.6
2025-02-21T02:16:07Z,17.7,68.0,356.0,751.6
2025-02-21T02:18:07Z,17.7,68.0,348.0,751.6
2025-02-21T02:20:07Z,17.7,68.0,352.0,751.6
2025-02-21T02:22:07Z,17.6,69.0,367.0,751.7
2025-02-21T02:24:07Z,17.6,69.5,361.0,751.7
2025-02-21T02:26:11Z,17.6,68.5,358.0,751.7
2025-02-21T02:28:07Z,17.5,68.0,353.0,751.7
2025-02-21T02:30:07Z,17.5,67.0,350.0,751.7
2025-02-21T02:32:07Z,17.7,67.5,338.0,751.8
2025-02-21T02:34:07Z,17.6,67.0,348.0,751.8
2025-02-21T02:36:07Z,17.6,66.0,339.0,751.7
2025-02-21T02:38:07Z,17.5,66.5,352.0,751.8
2025-02-21T02:40:07Z,17.5,66.5,353.0,751.8
2025-02-21T02:42:07Z,17.5,66.5,362.0,751.9
2025-02-21T02:44:11Z,17.5,67.0,361.0,751.9
2025-02-21T02:46:07Z,17.4,66.5,367.0,751.9
2025-02-21T02:48:07Z,17.5,65.5,342.0,752.0
2025-02-21T02:50:07Z,17.4,66.0,347.0,752.0
2025-02-21T02:52:07Z,17.4,67.0,351.0,752.0
2025-02-21T02:54:07Z,17.4,66.0,337.0,752.0
2025-02-21T02:56:07Z,17.2,65.5,332.0,752.0
2025-02-21T02:58:12Z,17.3,66.5,348.0,752.0
2025-02-21T03:00:07Z,17.4,66.5,338.0,752.0
2025-02-21T03:02:07Z,17.3,67.5,339.0,752.0
2025-02-21T03:04:07Z,17.2,69.5,366.0,752.0
2025-02-21T03:06:07Z,17.3,71.0,360.0,752.1
2025-02-21T03:08:07Z,17.3,73.0,363.0,752.1
2025-02-21T03:10:07Z,17.2,73.5,348.0,752.1
2025-02-21T03:12:07Z,17.1,74.5,382.0,752.1
2025-02-21T03:14:07Z,16.9,73.5,380.0,752.0
2025-02-21T03:16:06Z,16.9,74.0,412.0,752.0
2025-02-21T03:18:10Z,16.9,74.5,400.0,752.1
2025-02-21T03:20:06Z,16.9,75.0,361.0,752.1
2025-02-21T03:22:10Z,16.9,75.5,359.0,752.1
2025-02-21T03:24:06Z,16.9,75.5,372.0,752.0
2025-02-21T03:26:06Z,16.7,76.0,372.0,752.0
2025-02-21T03:28:06Z,16.7,76.0,374.0,752.0
2025-02-21T03:30:06Z,16.7,76.0,346.0,752.0
2025-02-21T03:32:06Z,16.6,76.0,354.0,752.0
2025-02-21T03:34:11Z,16.5,75.5,363.0,752.0
2025-02-21T03:36:06Z,16.6,76.0,361.0,752.0
2025-02-21T03:38:06Z,16.6,76.5,422.0,752.0
2025-02-21T03:40:06Z,16.6,76.0,417.0,752.0
2025-02-21T03:42:06Z,16.7,76.0,418.0,752.1
2025-02-21T03:44:06Z,16.7,76.0,415.0,752.0
2025-02-21T03:46:06Z,16.9,76.0,406.0,752.1
2025-02-21T03:48:06Z,16.8,76.0,407.0,752.0
2025-02-21T03:50:11Z,16.9,75.5,368.0,752.1
2025-02-21T03:52:06Z,17.0,75.0,354.0,752.1
2025-02-21T03:54:06Z,16.9,74.5,362.0,752.1
2025-02-21T03:56:06Z,17.1,74.5,345.0,752.1
2025-02-21T03:58:06Z,17.0,74.0,353.0,752.1
2025-02-21T04:00:06Z,17.0,73.5,365.0,752.1
2025-02-21T04:02:09Z,17.0,73.0,355.0,752.1
2025-02-21T04:04:06Z,17.1,73.0,358.0,752.1
2025-02-21T04:06:06Z,17.0,73.0,358.0,752.2
2025-02-21T04:08:06Z,17.0,73.5,357.0,752.1
2025-02-21T04:10:06Z,17.1,73.0,357.0,752.1
2025-02-21T04:12:06Z,17.1,72.5,351.0,752.0
2025-02-21T04:14:06Z,17.1,72.0,352.0,752.1
2025-02-21T04:16:06Z,17.0,72.0,351.0,752.0
2025-02-21T04:18:06Z,17.0,72.0,358.0,752.0
2025-02-21T04:20:06Z,17.0,71.5,355.0,752.0
2025-02-21T04:22:09Z,17.1,72.0,357.0,752.0
2025-02-21T04:24:06Z,17.0,71.5,355.0,752.0
2025-02-21T04:26:06Z,17.1,71.5,353.0,752.0
2025-02-21T04:28:06Z,17.1,71.0,351.0,752.0
2025-02-21T04:30:06Z,17.1,70.5,350.0,751.9
2025-02-21T04:32:06Z,17.1,70.5,342.0,751.9
2025-02-21T04:34:10Z,17.1,71.0,358.0,751.9
2025-02-21T04:36:09Z,17.1,70.5,353.0,751.9
2025-02-21T04:38:06Z,17.1,70.5,360.0,751.9
2025-02-21T04:40:06Z,17.1,70.5,352.0,751.9
2025-02-21T04:42:06Z,17.2,70.0,349.0,751.8
2025-02-21T04:44:06Z,17.2,69.5,345.0,751.8
2025-02-21T04:46:06Z,17.1,69.5,346.0,751.8
2025-02-21T04:48:06Z,17.2,70.0,363.0,751.7
2025-02-21T04:50:05Z,17.1,69.5,343.0,751.7
2025-02-21T04:52:09Z,17.0,69.5,360.0,751.7
2025-02-21T04:54:05Z,17.0,69.5,352.0,751.6
2025-02-21T04:56:05Z,17.0,69.5,349.0,751.6
2025-02-21T04:58:10Z,17.1,70.0,350.0,751.6
2025-02-21T05:00:05Z,17.0,70.5,360.0,751.6
2025-02-21T05:02:05Z,17.1,70.5,357.0,751.6
2025-02-21T05:04:05Z,17.0,70.5,351.0,751.5
2025-02-21T05:06:05Z,17.0,71.0,352.0,751.6
2025-02-21T05:08:05Z,17.1,71.0,354.0,751.5
2025-02-21T05:10:05Z,17.1,71.0,365.0,751.5
2025-02-21T05:12:05Z,17.0,71.0,350.0,751.5
2025-02-21T05:14:05Z,17.0,69.0,342.0,751.5
2025-02-21T05:16:05Z,17.0,69.0,345.0,751.4
2025-02-21T05:18:05Z,17.1,68.0,342.0,751.5
2025-02-21T05:20:05Z,17.0,67.5,352.0,751.5
2025-02-21T05:22:10Z,17.0,67.0,332.0,751.4
2025-02-21T05:24:05Z,17.0,67.0,325.0,751.4
2025-02-21T05:26:05Z,17.0,66.5,342.0,751.4
2025-02-21T05:28:05Z,17.0,66.5,337.0,751.4
2025-02-21T05:30:05Z,16.9,66.0,338.0,751.3
2025-02-21T05:32:09Z,17.0,66.5,338.0,751.3
2025-02-21T05:34:05Z,16.8,66.5,327.0,751.3
2025-02-21T05:36:05Z,16.9,66.5,339.0,751.3
2025-02-21T05:38:09Z,16.9,66.5,342.0,751.2
2025-02-21T05:40:05Z,16.8,66.5,341.0,751.2
2025-02-21T05:42:05Z,16.8,66.5,341.0,751.1
2025-02-21T05:44:05Z,16.8,66.5,341.0,751.1
2025-02-21T05:46:05Z,16.9,66.5,335.0,751.1
2025-02-21T05:48:09Z,16.8,67.0,348.0,751.0
2025-02-21T05:50:05Z,16.8,67.0,337.0,751.0
2025-02-21T05:52:05Z,16.7,67.0,334.0,751.0
2025-02-21T05:54:05Z,16.7,67.0,344.0,751.0
2025-02-21T05:56:08Z,16.7,67.0,327.0,751.0
2025-02-21T05:58:05Z,16.7,67.0,338.0,751.0
2025-02-21T06:00:05Z,16.7,67.5,333.0,750.9
2025-02-21T06:02:05Z,16.7,67.5,326.0,751.0
2025-02-21T06:04:05Z,16.6,67.5,325.0,751.0
2025-02-21T06:06:05Z,16.6,67.5,343.0,751.0
2025-02-21T06:08:05Z,16.6,67.5,333.0,750.9
2025-02-21T06:10:05Z,16.6,68.0,342.0,750.8
2025-02-21T06:12:05Z,16.5,68.0,344.0,750.8
2025-02-21T06:14:09Z,16.5,68.0,344.0,750.8
2025-02-21T06:16:05Z,16.5,68.0,340.0,750.8
2025-02-21T06:18:08Z,16.5,68.0,340.0,750.7
2025-02-21T06:20:05Z,16.5,68.0,339.0,750.8
2025-02-21T06:22:05Z,16.6,68.0,333.0,750.7
2025-02-21T06:24:05Z,16.6,68.0,348.0,750.7
2025-02-21T06:26:05Z,16.6,68.0,342.0,750.7
2025-02-21T06:28:04Z,16.6,68.0,350.0,750.6
2025-02-21T06:30:04Z,16.5,68.0,341.0,750.6
2025-02-21T06:32:04Z,16.5,68.5,348.0,750.6
2025-02-21T06:34:04Z,16.5,68.0,352.0,750.5
2025-02-21T06:36:04Z,16.5,68.5,341.0,750.6
2025-02-21T06:38:04Z,16.5,68.5,337.0,750.6
2025-02-21T06:40:04Z,16.6,68.0,337.0,750.5
2025-02-21T06:42:08Z,16.5,68.0,344.0,750.5
2025-02-21T06:44:04Z,16.5,68.5,347.0,750.5
2025-02-21T06:46:04Z,16.5,68.5,332.0,750.5
2025-02-21T06:48:09Z,16.5,69.0,342.0,750.5
2025-02-21T06:50:04Z,16.5,69.5,351.0,750.5
2025-02-21T06:52:04Z,16.5,69.0,340.0,750.5
2025-02-21T06:54:04Z,16.5,69.0,347.0,750.4
2025-02-21T06:56:04Z,16.3,68.5,346.0,750.4
2025-02-21T06:58:04Z,16.5,69.0,336.0,750.5
2025-02-21T07:00:04Z,16.5,69.5,336.0,750.5
2025-02-21T07:02:04Z,16.4,69.5,331.0,750.5
2025-02-21T07:04:04Z,16.5,69.0,338.0,750.5
2025-02-21T07:06:08Z,16.3,69.0,343.0,750.5
2025-02-21T07:08:04Z,16.4,69.0,342.0,750.5
2025-02-21T07:10:04Z,16.3,69.0,345.0,750.4
2025-02-21T07:12:04Z,16.4,69.0,338.0,750.4
2025-02-21T07:14:07Z,16.3,69.5,340.0,750.4
2025-02-21T07:16:04Z,16.3,69.0,344.0,750.4
2025-02-21T07:18:04Z,16.3,68.5,338.0,750.4
2025-02-21T07:20:04Z,16.4,68.5,333.0,750.4
2025-02-21T07:22:04Z,16.3,68.5,336.0,750.4
2025-02-21T07:24:04Z,16.3,68.5,341.0,750.3
2025-02-21T07:26:04Z,16.2,69.0,342.0,750.3
2025-02-21T07:28:04Z,16.3,68.5,333.0,750.3
2025-02-21T07:30:04Z,16.2,68.5,345.0,750.4
2025-02-21T07:32:04Z,16.2,69.0,340.0,750.3
2025-02-21T07:34:04Z,16.2,69.0,357.0,750.3
2025-02-21T07:36:04Z,16.2,69.0,333.0,750.2
2025-02-21T07:38:07Z,16.2,69.0,336.0,750.2
2025-02-21T07:40:04Z,16.3,69.0,336.0,750.1
2025-02-21T07:42:04Z,16.3,69.5,337.0,750.1
2025-02-21T07:44:08Z,16.2,69.5,348.0,750.2
2025-02-21T07:46:04Z,16.3,69.5,353.0,750.2
2025-02-21T07:48:04Z,16.2,71.0,340.0,750.2
2025-02-21T07:50:04Z,16.2,71.0,352.0,750.3
2025-02-21T07:52:04Z,16.2,72.5,344.0,750.2
2025-02-21T07:54:04Z,16.2,72.0,355.0,750.2
2025-02-21T07:56:04Z,16.3,72.5,344.0,750.2
2025-02-21T07:58:04Z,16.3,72.5,349.0,750.2
2025-02-21T08:00:04Z,16.2,71.5,346.0,750.2
2025-02-21T08:02:08Z,16.3,71.5,355.0,750.2
2025-02-21T08:04:03Z,16.3,72.0,358.0,750.2
2025-02-21T08:06:03Z,16.2,72.0,344.0,750.3
2025-02-21T08:08:03Z,16.3,72.0,347.0,750.3
2025-02-21T08:10:03Z,16.3,71.5,351.0,750.3
2025-02-21T08:12:03Z,16.2,72.0,340.0,750.3
2025-02-21T08:14:03Z,16.2,72.0,350.0,750.2
2025-02-21T08:16:03Z,16.3,71.0,354.0,750.3
2025-02-21T08:18:03Z,16.3,71.0,336.0,750.3
2025-02-21T08:20:06Z,16.3,70.5,356.0,750.3
2025-02-21T08:22:03Z,16.3,70.0,345.0,750.3
2025-02-21T08:24:03Z,16.3,69.5,362.0,750.3
2025-02-21T08:26:03Z,16.3,69.5,346.0,750.2
2025-02-21T08:28:08Z,16.2,69.0,336.0,750.2
2025-02-21T08:30:03Z,16.2,68.5,338.0,750.2
2025-02-21T08:32:03Z,16.3,68.5,332.0,750.3
2025-02-21T08:34:03Z,16.2,68.5,339.0,750.3
2025-02-21T08:36:03Z,16.2,69.0,339.0,750.3
2025-02-21T08:38:03Z,16.2,68.0,342.0,750.3
2025-02-21T08:40:03Z,16.3,68.0,345.0,750.3
2025-02-21T08:42:03Z,16.2,68.5,334.0,750.3
2025-02-21T08:44:07Z,16.2,68.0,328.0,750.3
2025-02-21T08:46:03Z,16.1,68.0,336.0,750.2
2025-02-21T08:48:03Z,16.2,68.5,344.0,750.2
2025-02-21T08:50:03Z,16.2,70.5,338.0,750.2
2025-02-21T08:52:03Z,16.2,69.0,340.0,750.2
2025-02-21T08:54:03Z,16.3,68.5,333.0,750.2
2025-02-21T08:56:07Z,16.2,68.5,337.0,750.2
2025-02-21T08:58:03Z,16.2,68.5,336.0,750.3
2025-02-21T09:00:03Z,16.1,69.5,343.0,750.3
2025-02-21T09:02:03Z,16.1,69.5,342.0,750.3
2025-02-21T09:04:03Z,16.1,69.5,341.0,750.3
2025-02-21T09:06:03Z,16.1,69.5,353.0,750.3
2025-02-21T09:08:03Z,16.2,70.0,338.0,750.3
2025-02-21T09:10:03Z,16.1,70.0,340.0,750.3
2025-02-21T09:12:03Z,16.1,70.0,350.0,750.3
2025-02-21T09:14:06Z,16.1,69.5,354.0,750.3
2025-02-21T09:16:03Z,16.0,70.0,335.0,750.3
2025-02-21T09:18:03Z,16.0,69.5,352.0,750.4
2025-02-21T09:20:03Z,16.0,69.5,344.0,750.4
2025-02-21T09:22:03Z,15.8,69.0,337.0,750.4
2025-02-21T09:24:03Z,15.9,70.0,335.0,750.4
2025-02-21T09:26:07Z,16.0,70.0,333.0,750.4
2025-02-21T09:28:03Z,15.9,69.0,329.0,750.4
2025-02-21T09:30:03Z,16.0,69.5,344.0,750.5
2025-02-21T09:32:03Z,15.9,70.0,336.0,750.4
2025-02-21T09:34:03Z,15.9,70.0,350.0,750.4
2025-02-21T09:36:03Z,15.9,70.0,352.0,750.4
2025-02-21T09:40:03Z,15.9,70.0,343.0,750.4
2025-02-21T09:42:02Z,15.9,70.0,351.0,750.4
2025-02-21T09:44:02Z,15.8,70.0,355.0,750.4
2025-02-21T09:46:06Z,15.8,70.0,357.0,750.4
2025-02-21T09:48:02Z,15.8,70.5,343.0,750.4
2025-02-21T09:50:02Z,15.9,70.5,351.0,750.5
2025-02-21T09:52:07Z,15.9,69.5,349.0,750.6
2025-02-21T09:54:02Z,15.7,69.5,340.0,750.6
2025-02-21T09:56:02Z,15.9,69.5,359.0,750.6
2025-02-21T09:58:02Z,15.8,70.0,346.0,750.6
2025-02-21T10:00:02Z,15.9,70.5,352.0,750.6
2025-02-21T10:02:07Z,15.8,70.5,344.0,750.7
2025-02-21T10:04:02Z,15.9,70.5,363.0,750.7
2025-02-21T10:06:02Z,15.8,70.0,372.0,750.7
2025-02-21T10:08:02Z,15.9,69.5,355.0,750.7
2025-02-21T10:10:02Z,15.8,69.5,358.0,750.6
2025-02-21T10:12:02Z,15.9,69.0,347.0,750.7
2025-02-21T10:14:02Z,15.8,69.5,367.0,750.7
2025-02-21T10:16:02Z,15.8,69.5,348.0,750.7
2025-02-21T10:18:02Z,15.8,69.5,366.0,750.7
2025-02-21T10:20:02Z,15.8,69.5,351.0,750.7
2025-02-21T10:22:02Z,15.9,69.5,352.0,750.7
2025-02-21T10:24:05Z,15.8,69.5,353.0,750.8
2025-02-21T10:26:02Z,15.8,69.5,359.0,750.8
2025-02-21T10:28:02Z,15.9,69.5,359.0,750.8
2025-02-21T10:30:02Z,15.7,69.0,355.0,750.8
2025-02-21T10:32:02Z,15.8,69.0,347.0,750.9
2025-02-21T10:34:02Z,15.8,69.0,356.0,750.9
2025-02-21T10:36:02Z,15.7,68.5,346.0,750.9
2025-02-21T10:38:06Z,15.7,68.5,343.0,750.9
2025-02-21T10:40:02Z,15.7,68.0,337.0,751.0
2025-02-21T10:42:02Z,15.8,68.0,342.0,751.0
2025-02-21T10:44:02Z,15.8,68.0,345.0,751.1
2025-02-21T10:46:02Z,15.8,68.0,332.0,751.1
2025-02-21T10:48:05Z,15.8,68.5,351.0,751.1
2025-02-21T10:50:02Z,15.7,68.5,354.0,751.1
2025-02-21T10:52:02Z,15.7,68.5,395.0,751.2
2025-02-21T10:54:02Z,15.8,67.5,355.0,751.2
2025-02-21T10:56:06Z,15.7,67.5,369.0,751.2
2025-02-21T10:58:02Z,15.8,68.5,405.0,751.2
2025-02-21T11:00:02Z,15.7,68.5,433.0,751.3
2025-02-21T11:02:02Z,15.7,68.0,398.0,751.3
2025-02-21T11:04:02Z,15.8,68.0,388.0,751.3
2025-02-21T11:06:02Z,15.7,68.5,360.0,751.3
2025-02-21T11:08:02Z,15.7,68.5,353.0,751.3
2025-02-21T11:10:06Z,15.7,69.5,364.0,751.3
2025-02-21T11:12:01Z,15.8,69.0,342.0,751.3
2025-02-21T11:14:01Z,15.6,69.5,348.0,751.3
2025-02-21T11:16:01Z,15.8,70.0,358.0,751.4
2025-02-21T11:18:01Z,15.7,70.5,348.0,751.4
2025-02-21T11:20:01Z,15.7,70.5,361.0,751.4
2025-02-21T11:22:01Z,15.7,70.5,351.0,751.4
2025-02-21T11:24:01Z,15.6,71.0,351.0,751.4
2025-02-21T11:26:06Z,15.6,71.0,354.0,751.4
2025-02-21T11:28:01Z,15.6,71.0,359.0,751.5
2025-02-21T11:30:01Z,15.5,70.5,348.0,751.5
2025-02-21T11:32:01Z,15.5,70.5,354.0,751.5
2025-02-21T11:34:01Z,15.5,71.0,360.0,751.6
2025-02-21T11:36:01Z,15.5,71.0,359.0,751.6
2025-02-21T11:38:01Z,15.4,71.0,340.0,751.7
2025-02-21T11:40:01Z,15.5,71.0,356.0,751.7
2025-02-21T11:42:01Z,15.5,71.0,355.0,751.7
2025-02-21T11:44:01Z,15.6,70.5,366.0,751.8
2025-02-21T11:46:01Z,15.6,71.0,350.0,751.8
2025-02-21T11:48:01Z,15.5,70.5,358.0,751.8
2025-02-21T11:50:06Z,15.6,70.5,355.0,751.8
2025-02-21T11:52:01Z,15.6,70.5,351.0,751.7
2025-02-21T11:54:01Z,15.6,70.5,350.0,751.8
2025-02-21T11:56:01Z,15.6,70.5,369.0,751.9
